POINT_X;POINT_Y;CLASS
364869.5794;7122561.908;ASS
366623.3399;7121891.19;ASS
354982.9909;7129212.609;ASS
355346.5574;7126802.691;ASS
356075.3082;7128187.443;ASS
355944.3009;7127052.358;ASS
357630.7023;7127098.215;ASS
355997.1746;7126048.028;ASS
360428.8444;7128163.718;ASS
359807.7556;7127260.242;ASS
356525.1723;7123319.528;ASS
356207.7428;7124311.229;ASS
357165.1156;7125340.187;ASS
356610.8351;7125419.843;ASS
352634.8532;7126070.222;ASS
353661.1243;7124912.681;ASS
415336.6563;7074812.862;ASS
376261.7382;7118547.014;ASS
377986.7951;7118314.499;ASS
378779.8367;7119177.496;ASS
379798.0265;7115730.974;ASS
379473.8908;7114620.566;ASS
378556.3558;7114206.345;ASS
373676.594;7117907.137;ASS
362143.3024;7101239.939;ASS
364143.1776;7106218.734;ASS
372238.0086;7112517.854;ASS
384262.1939;7115722.75;ASS
351677.2701;7128101.986;ASS
382914.5368;7113312.649;ASS
382222.0619;7113315.845;ASS
374605.1055;7120746.928;ASS
378300.8547;7119859.989;ASS
378905.1595;7114243.997;ASS
377037.7768;7089984.637;ASS
378130.757;7090042.238;ASS
373200.6214;7092154.41;ASS
377361.8913;7093972.035;ASS
378881.5824;7088841.954;ASS
380175.1611;7089323.972;ASS
380227.5163;7090171.66;ASS
381083.2125;7088569.018;ASS
379584.2009;7088231.515;ASS
381795.696;7086932.465;ASS
382034.3617;7087846.74;ASS
384250.5361;7087505.076;ASS
378359.8619;7090831.916;ASS
383564.8236;7113125.122;ASS
387939.4891;7109037.635;ASS
372593.5071;7106848.572;ASS
361204.4122;7091425.127;ASS
361122.1434;7089444.924;ASS
395941.9366;7094757.655;ASS
394348.0029;7095532.496;ASS
401288.6263;7094617.06;ASS
377612.0857;7100820.353;ASS
379207.4635;7103301.097;ASS
365492.1768;7092995.859;ASS
368789.7857;7094824.533;ASS
368044.2117;7094580.235;ASS
378897.3487;7090333.68;ASS
384248.7011;7082120.529;ASS
377748.7825;7106755.764;ASS
405424.7289;7093011.872;ASS
382215.6392;7104576.558;ASS
382864.6787;7102539.096;ASS
352163.0343;7129982.999;ASS
356810.75;7130319.912;ASS
419041.4651;7067413.025;ASS
343283.2863;7120969.423;ASS
344358.4908;7124012.245;ASS
346448.1893;7122281.819;ASS
355864.0798;7122252.331;ASS
356628.5441;7121676.858;ASS
357459.5286;7120347.389;ASS
357810.5745;7121830.503;ASS
343586.9551;7124776.367;ASS
354740.8655;7120745.72;ASS
356317.4028;7117799.643;ASS
355189.6923;7118349.058;ASS
350433.1901;7117653.604;ASS
350588.7767;7118889.046;ASS
349479.0545;7118246.717;ASS
348324.1125;7116337.123;ASS
385316.5161;7107788.428;ASS
402144.0256;7086918.99;ASS
407061.2471;7093830.161;ASS
348992.3068;7117122.466;ASS
347571.5664;7117860.262;ASS
361130.6302;7118666.719;ASS
358268.5087;7118002.706;ASS
359029.0257;7117129.254;ASS
367793.0198;7116393.362;ASS
354833.0767;7122720.575;ASS
364403.5625;7123282.062;ASS
360712.672;7123213.802;ASS
362805.2615;7122762.672;ASS
368374.2488;7115623.929;ASS
359126.9714;7115274.654;ASS
362883.9748;7113941.395;ASS
363342.8749;7119560.192;ASS
363961.3614;7120360.934;ASS
354432.2616;7113509.308;ASS
354301.901;7111745.489;ASS
364631.7266;7125233.975;ASS
363255.0038;7125044.797;ASS
353292.3648;7118231.765;ASS
352976.7763;7116578.124;ASS
352114.3107;7117450.05;ASS
351546.6792;7116046.587;ASS
350238.5723;7116022.559;ASS
377207.9907;7113119.725;ASS
377227.4705;7112118.233;ASS
377860.2234;7111159.084;ASS
378255.9195;7109973.471;ASS
377434.851;7123059.263;ASS
378363.2395;7123195.797;ASS
380061.8333;7123923.293;ASS
370498.9409;7116869.453;ASS
373573.2205;7117114.523;ASS
362354.9025;7089099.812;ASS
363710.7067;7087959.792;ASS
362322.4679;7089777.137;ASS
385418.4919;7108115.528;ASS
385259.6324;7107702.237;ASS
404886.8767;7097530.048;ASS
403207.6078;7085431.638;ASS
402161.8745;7085183.334;ASS
402138.0689;7086935.343;ASS
403721.2968;7090779.901;ASS
398043.1702;7090060.288;ASS
367388.0724;7120195.418;ASS
396267.9556;7109778.653;ASS
390900.1189;7110033.77;ASS
391648.3749;7109068.939;ASS
391174.5802;7108155.826;ASS
409277.4361;7079147.678;ASS
408428.0239;7080637.108;ASS
408222.2025;7079906.92;ASS
365290.7433;7107516.27;ASS
375461.8225;7119957.846;ASS
373539.2471;7119342.821;ASS
374839.8541;7118379.1;ASS
359394.0209;7092095.138;ASS
358025.8465;7094286.393;ASS
360917.4104;7099686.362;ASS
360050.9726;7098119.278;ASS
362702.8917;7099575.186;ASS
361910.568;7097979.402;ASS
363348.572;7097955.679;ASS
345915.6957;7117339.752;ASS
345618.0981;7116251.438;ASS
350423.0867;7113177.634;ASS
353098.7017;7115637.398;ASS
352416.7121;7114792.959;ASS
354441.5283;7115746.556;ASS
399301.9467;7089662.88;ASS
398195.0513;7088516.022;ASS
399507.4708;7086814.814;ASS
401172.7292;7085272.732;ASS
402631.6353;7083346.092;ASS
404852.0669;7080946.585;ASS
406442.1796;7078865.361;ASS
403748.2792;7082893.318;ASS
376543.692;7114021.179;ASS
410352.1617;7077028.31;ASS
408682.4103;7074987.471;ASS
409483.411;7078110.663;ASS
406239.5745;7078905.222;ASS
413357.8409;7068906.805;ASS
408553.1946;7088823.288;ASS
403576.7362;7078982.872;ASS
341037.8995;7124322.731;ASS
343091.5683;7121770.675;ASS
350442.9608;7117676.009;ASS
377843.0013;7111893.888;ASS
359393.8689;7092089.938;ASS
375771.123;7107797.581;ASS
406394.2167;7093350.781;ASS
408557.0886;7088841.755;ASS
408905.381;7090336.521;ASS
392013.2847;7104624.922;ASS
358866.9057;7117497.6;ASS
362599.9955;7103614.726;ASS
363820.4206;7100266.742;ASS
411897.099;7076621.372;ASS
411999.5464;7075519.088;ASS
350189.9785;7121390.748;ASS
349189.1855;7121670.094;ASS
348575.1134;7120941.259;ASS
349390.1732;7120147.19;ASS
348430.8202;7119002.576;ASS
350800.279;7124385.28;ASS
348584.9319;7129208.603;ASS
349107.5541;7128334.402;ASS
346685.8895;7128749.572;ASS
348938.8374;7127160.812;ASS
348845.1993;7126081.567;ASS
350613.8584;7126934.075;ASS
351076.1487;7127511.718;ASS
350340.4564;7128141.258;ASS
350597.3691;7125639.969;ASS
348126.7687;7124341.465;ASS
348170.3915;7123398.51;ASS
348558.6784;7122831.655;ASS
352215.5499;7124640.032;ASS
340636.4674;7125130.107;ASS
352085.0364;7123674.863;ASS
349743.8118;7129647.706;ASS
350326.3959;7130810.087;ASS
349548.0878;7132084.959;ASS
357101.0587;7142404.87;ASS
352687.1854;7111919.875;ASS
349071.7503;7110018.974;ASS
348949.5936;7113121.415;ASS
340019.836;7116864.215;ASS
343900.1988;7119934.346;ASS
344812.7949;7115484.697;ASS
349938.1987;7108678.387;ASS
345534.256;7113941.565;ASS
355706.8047;7135944.655;ASS
357941.9102;7132801.256;ASS
358976.2991;7134406.16;ASS
357518.1843;7139192.202;ASS
364976.6136;7145803.431;ASS
341928.5929;7122157.681;ASS
364653.4475;7136137.72;ASS
367291.1885;7136272.295;ASS
368317.6594;7133599.655;ASS
369023.6242;7134944.12;ASS
361349.4878;7142911.422;ASS
361779.7821;7147666.61;ASS
365542.2867;7142427.1;ASS
361336.5848;7142125.002;ASS
343597.04;7118909.829;ASS
341858.9572;7118437.011;ASS
348450.4924;7110793.655;ASS
349633.8272;7110744.616;ASS
347949.235;7113512.21;ASS
351267.0069;7110988.422;ASS
348848.5034;7126082.893;ASS
365057.3186;7149281.126;ASS
364496.9782;7151023.811;ASS
344784.8606;7112713.957;ASS
346904.6908;7110725.792;ASS
344614.7237;7114820.148;ASS
366955.3237;7149737.663;ASS
361996.4875;7149150.488;ASS
358384.8054;7138301.787;ASS
358354.0412;7137369.806;ASS
359180.3771;7138308.865;ASS
360061.0369;7138735.901;ASS
359205.1287;7136336.444;ASS
340564.0841;7120990.547;ASS
339887.6243;7119008.192;ASS
340818.8053;7117567.493;ASS
341593.5203;7116533.604;ASS
360615.7229;7144834.544;ASS
360992.8296;7143492.188;ASS
360512.2415;7142564.682;ASS
361474.9108;7137861.29;ASS
361771.2162;7138646.261;ASS
361219.8358;7139834.367;ASS
362393.5782;7140268.674;ASS
363756.521;7131262.077;ASS
363294.5074;7130225.425;ASS
357327.2009;7141047.842;ASS
355054.4659;7140425.815;ASS
354867.8371;7136823.546;ASS
370028.3212;7135928.544;ASS
368992.387;7130318.051;ASS
368422.1387;7128062.422;ASS
352520.3174;7122981.123;ASS
352043.977;7121546.137;ASS
352056.9516;7120880.791;ASS
366539.0504;7128791.823;ASS
367689.2201;7128859.329;ASS
366086.0047;7129825.262;ASS
365477.9381;7130948.307;ASS
366129.4358;7131803.686;ASS
365726.9308;7132932.451;ASS
364563.4327;7133692.708;ASS
364204.1696;7134706.569;ASS
364843.1663;7135099.753;ASS
364021.6675;7137309.254;ASS
365180.502;7137106.389;ASS
363289.1671;7138567.999;ASS
367728.1013;7138312.749;ASS
340639.3135;7125127.169;ASS
350460.7685;7119517.311;ASS
355979.8665;7133859.083;ASS
343798.1154;7115341.527;ASS
344881.8302;7115681.759;ASS
344006.0458;7117514.872;ASS
363139.5682;7150624.87;ASS
363967.7611;7148828.304;ASS
361913.8329;7146000.256;ASS
362925.7551;7144936.409;ASS
363108.4872;7144327.762;ASS
365243.2595;7126855.469;ASS
367154.5932;7127234.915;ASS
363052.5898;7135030.753;ASS
362692.9719;7136147.601;ASS
363733.1447;7136217.666;ASS
362811.7592;7137301.553;ASS
360090.7128;7143562.669;ASS
368312.6792;7126952.595;ASS
343087.9047;7121773.567;ASS
360120.1134;7139751.567;ASS
360083.346;7140960.18;ASS
363095.2803;7141108.096;ASS
363364.4828;7139910.6;ASS
353220.0796;7137368.181;ASS
362913.6338;7128901.819;ASS
364272.9861;7130413.81;ASS
365037.5901;7129924.608;ASS
363935.6653;7129588.221;ASS
362722.7033;7139417.656;ASS
363875.4612;7137847.195;ASS
442251.3899;7199097.162;ASS
442727.305;7200299.713;ASS
441562.7125;7197025.996;ASS
440267.9595;7196856.272;ASS
436782.0667;7202662.01;ASS
436264.6347;7200752.609;ASS
436378.9243;7198893.518;ASS
437205.4903;7197712.619;ASS
437216.8999;7197714.795;ASS
436107.0891;7204145.649;ASS
434475.8883;7202903.432;ASS
433538.2398;7202957.957;ASS
433904.9136;7204304.497;ASS
433928.1501;7205375.684;ASS
431012.1495;7207871.631;ASS
431759.6483;7207298.873;ASS
434431.2768;7206133.433;ASS
434209.115;7205615.85;ASS
439942.2739;7200862.1;ASS
435467.9058;7204441.62;ASS
432496.0307;7206267.441;ASS
432851.1112;7205151.485;ASS
430703.6221;7207209.878;ASS
445344.0946;7194701.834;ASS
435932.4605;7196434.742;ASS
438184.652;7195255.211;ASS
438446.7274;7197439;ASS
437613.8182;7198921.217;ASS
441232.8987;7195260.409;ASS
442282.3149;7196838.147;ASS
443587.9367;7197060.367;ASS
445838.8207;7193959.94;ASS
444552.41;7194897.497;ASS
443465.8627;7194491.789;ASS
444033.3069;7193901.129;ASS
449714.2099;7189782.562;ASS
451175.1722;7184627.488;ASS
452192.8137;7183930.634;ASS
452452.1833;7182359.348;ASS
448444.3294;7189931.158;ASS
449459.7984;7188912.949;ASS
457112.4935;7185072.762;ASS
449157.9718;7178830.575;ASS
454518.653;7190384.222;ASS
460034.7486;7192267.038;ASS
455479.4852;7186783.185;ASS
455435.7925;7185395.334;ASS
455485.3776;7184041.562;ASS
455394.3543;7183035.396;ASS
456350.5136;7183432.979;ASS
456209.0959;7185354.362;ASS
452424.1081;7176319.014;ASS
455563.8875;7182116.513;ASS
458193.7145;7185145.16;ASS
458417.6808;7183857.391;ASS
450713.5802;7187845.668;ASS
447268.9612;7187966.719;ASS
437324.894;7204249.715;ASS
438117.1368;7203793.977;ASS
438773.3944;7203175.139;ASS
439433.6964;7202429.876;ASS
437790.2092;7202453.944;ASS
437872.0273;7201359.774;ASS
437158.5646;7203279.085;ASS
458010.3517;7186619.248;ASS
442496.6841;7194355.833;ASS
447277.4127;7193137.666;ASS
437196.669;7199992.993;ASS
438263.662;7199513.983;ASS
438558.554;7198115.587;ASS
440589.9756;7197980.207;ASS
439341.1763;7196006.142;ASS
448403.0485;7191151.858;ASS
448436.8897;7187158.401;ASS
452163.2447;7186646.324;ASS
454225.2115;7181984.2;ASS
450411.6441;7180493.526;ASS
452340.933;7180749.968;ASS
453154.9932;7184608.62;ASS
453303.2901;7185539.997;ASS
450214.2379;7187186.227;ASS
432834.7355;7228389.957;ASS
429200.1645;7228952.558;ASS
430650.3908;7228459.874;ASS
431027.4586;7227709.611;ASS
479221.5264;7187316.577;ASS
477473.1367;7188526.259;ASS
477120.2758;7189717.055;ASS
445507.7177;7208821.904;ASS
445503.0529;7208820.904;ASS
452375.2621;7203877.607;ASS
460919.6258;7205648.768;ASS
457803.0816;7208474.556;ASS
448499.8263;7216138.127;ASS
448682.7536;7214661.449;ASS
458547.7499;7195827.519;ASS
457405.605;7195956.854;ASS
435382.5732;7206587.211;ASS
437351.3291;7208902.607;ASS
433416.7187;7210901.677;ASS
432981.2849;7211733.442;ASS
443965.381;7208168.643;ASS
438313.7109;7206923.281;ASS
438797.9615;7207940.214;ASS
437898.7987;7205792.592;ASS
446463.4703;7212662.521;ASS
427030.5702;7223747.59;ASS
428460.1429;7226163.189;ASS
439153.1893;7223624.042;ASS
450729.0013;7205666.03;ASS
448682.3599;7204365.508;ASS
448250.1115;7205485.417;ASS
444078.1959;7204566.711;ASS
432564.3627;7212061.008;ASS
451374.9694;7212891.874;ASS
451797.3164;7211596.236;ASS
435158.4669;7226776.482;ASS
433490.3932;7226792.659;ASS
462436.4893;7210330.158;ASS
437275.7611;7225184.586;ASS
441648.816;7209260.576;ASS
440827.458;7209226.753;ASS
442657.0796;7202591.565;ASS
459526.2357;7193263.602;ASS
460371.1901;7194000.388;ASS
432655.9067;7221600.971;ASS
431455.7115;7221175.839;ASS
430321.6714;7221121.77;ASS
429105.5844;7221449.07;ASS
467390.5807;7207080.58;ASS
465124.637;7207296.11;ASS
463975.6574;7207341.924;ASS
465266.9147;7202972.001;ASS
448542.2303;7192525.484;ASS
450559.7088;7192390.39;ASS
452088.2318;7192286.555;ASS
453041.9726;7202333.054;ASS
475064.4301;7209926.356;ASS
475603.2023;7204798.653;ASS
451180.6467;7189787.39;ASS
452651.7966;7190146.471;ASS
427977.6496;7220018.051;ASS
427397.1967;7221803.728;ASS
427395.6102;7221802.759;ASS
438846.8945;7215403.918;ASS
438470.4428;7214325.197;ASS
434778.7611;7208362.985;ASS
436064.2142;7209944.266;ASS
431064.7632;7217523.281;ASS
430248.88;7216104.406;ASS
430549.8759;7215505.227;ASS
430144.9827;7214410.639;ASS
436403.2813;7216208.766;ASS
422639.1398;7227429.12;ASS
430242.2679;7217324.392;ASS
429556.0012;7217633.798;ASS
432345.2904;7218006.797;ASS
432544.9105;7217446.092;ASS
433505.2359;7216449.339;ASS
434493.7581;7215906.467;ASS
468069.6999;7212123.073;ASS
465672.308;7214555.952;ASS
467968.3201;7216021.158;ASS
464600.3905;7211198.197;ASS
465844.2943;7212358.506;ASS
467178.5622;7209202.357;ASS
421683.9221;7224088.142;ASS
451817.8064;7191530.814;ASS
450513.7589;7191861.73;ASS
440163.1521;7215991.926;ASS
435255.134;7216879.877;ASS
437211.9119;7216244.664;ASS
426412.7015;7223163.165;ASS
425915.8796;7224084.645;ASS
425444.959;7225314.521;ASS
424921.9025;7226340.287;ASS
455009.3786;7201230.216;ASS
455365.9324;7202675.054;ASS
461835.3775;7201202.245;ASS
461511.3542;7202105.409;ASS
463589.6038;7205715.999;ASS
440051.3596;7204029.261;ASS
439632.9793;7203298.78;ASS
440315.6353;7202217.916;ASS
441405.0081;7203266.347;ASS
470135.671;7210296.427;ASS
468645.6186;7210322.96;ASS
465935.9246;7210338.519;ASS
421368.0349;7226016.689;ASS
422535.8059;7226223.297;ASS
454803.1367;7204723.226;ASS
449459.0695;7191578.158;ASS
445394.9024;7193027.383;ASS
446202.8934;7193207.668;ASS
443566.9259;7191026.516;ASS
456287.73;7187909.181;ASS
451213.8622;7186927.412;ASS
447027.2749;7192276.738;ASS
447027.2618;7192275.995;ASS
445422.7952;7194742.004;ASS
453483.2503;7187144.891;ASS
454872.9649;7187292.843;ASS
453867.9661;7183168.554;ASS
453875.7624;7186285.928;ASS
454603.3788;7185095.226;ASS
454432.0123;7184198.041;ASS
455469.9693;7186385.223;ASS
457927.1539;7181781.046;ASS
457697.7212;7182771.217;ASS
457098.1143;7183982.518;ASS
458998.0254;7182462.186;ASS
458924.9485;7181489.542;ASS
455982.0827;7179697.428;ASS
458076.2329;7180774.923;ASS
454384.1349;7188060.813;ASS
455554.5631;7187462.202;ASS
443481.9113;7220790.009;ASS
441140.8335;7220959.278;ASS
440291.3233;7219009.906;ASS
440290.4137;7219010.572;ASS
454712.9318;7206895.896;ASS
451456.1923;7206418.693;ASS
435811.9035;7225228.23;ASS
441078.2985;7211904.051;ASS
436900.1701;7207377.625;ASS
437386.7982;7206231.089;ASS
437369.1159;7206170.546;ASS
435990.7225;7205763.356;ASS
434368.0951;7206978.28;ASS
431393.0466;7224086.332;ASS
430320.8842;7223762.402;ASS
429609.3637;7223975.812;ASS
428544.5333;7224288.744;ASS
432362.4759;7213160.16;ASS
434598.7928;7214893.84;ASS
435029.7225;7214080.73;ASS
442047.6502;7223526.351;ASS
456125.0675;7212450.265;ASS
447400.4664;7214327.86;ASS
446102.4161;7214032.028;ASS
445370.7208;7211210.718;ASS
444605.7857;7209882.834;ASS
443109.3368;7209049.297;ASS
438168.7365;7204849.003;ASS
439234.8631;7207247.351;ASS
440071.0719;7206557.356;ASS
433982.783;7207864.674;ASS
433343.9473;7208287.446;ASS
441255.6352;7223018.2;ASS
440262.0925;7222649.933;ASS
426815.1094;7227228.1;ASS
425180.0525;7229565.149;ASS
425185.6924;7229566.663;ASS
425273.5172;7227845.936;ASS
422438.1873;7229115.336;ASS
422060.9446;7229626.888;ASS
431064.9855;7226915.983;ASS
431772.8061;7227390.878;ASS
458749.2629;7208418.223;ASS
458021.3177;7205267.728;ASS
449462.1641;7191580.712;ASS
468834.9935;7215376.489;ASS
471338.1905;7213363.864;ASS
462812.0512;7209993.963;ASS
427934.8602;7218045.904;ASS
425605.7614;7218639.646;ASS
424598.6689;7217556.702;ASS
419646.4509;7229405.705;ASS
421176.5166;7230105.604;ASS
421650.1116;7228771.383;ASS
422279.9605;7228116.993;ASS
450538.8719;7193196.095;ASS
450851.0714;7194520.374;ASS
449404.0358;7192830.646;ASS
448921.3703;7202961.815;ASS
444342.9386;7198250.637;ASS
444912.6474;7197269.512;ASS
446652.1348;7197391.744;ASS
446946.7148;7196666.939;ASS
447821.432;7196694.27;ASS
429671.3084;7225341.873;ASS
449015.4836;7193761.205;ASS
432551.6196;7214169.58;ASS
429074.0673;7217370.419;ASS
428885.0232;7218685.647;ASS
422374.4919;7221506.109;ASS
422728.1989;7222049.332;ASS
424088.3706;7224410.63;ASS
461229.0632;7212899.461;ASS
462953.5071;7213763.31;ASS
481462.7281;7166416.729;ASS
425025.6961;7216564.694;ASS
425316.49;7215897.677;ASS
423906.1035;7228290.265;ASS
434508.5288;7220614.031;ASS
433276.6508;7219809.887;ASS
430255.7478;7209325.526;ASS
428613.6892;7209217.429;ASS
433183.8826;7207593.828;ASS
481905.0578;7165544.519;ASS
468436.1284;7206400.388;ASS
472706.1876;7195476.765;ASS
435352.0931;7210759.734;ASS
439282.1587;7214209.07;ASS
421245.4213;7225007.571;ASS
427224.7373;7216774.244;ASS
432289.0947;7220178.215;ASS
455686.3309;7207964.719;ASS
459616.2371;7210170.182;ASS
459561.449;7211691.301;ASS
437229.576;7212026.557;ASS
450756.6521;7209369.825;ASS
450983.0185;7210449.968;ASS
428252.9939;7216473.43;ASS
465705.5695;7198279.381;ASS
437380.284;7206196.476;ASS
442999.9994;7202046.954;ASS
446436.6147;7202802.205;ASS
443300.6646;7214274.291;ASS
436373.1542;7214884.618;ASS
425958.1985;7215079.956;ASS
466275.6712;7201887.377;ASS
451967.3051;7199562.255;ASS
424804.2538;7219313.392;ASS
426708.0641;7219600.688;ASS
424672.7608;7227325.558;ASS
470549.4205;7203310.062;ASS
468834.1088;7202473.722;ASS
476557.1343;7199623.755;ASS
477163.9655;7176519.554;ASS
473821.2799;7180008.467;ASS
453732.3378;7174678.513;ASS
435456.1027;7215522.667;ASS
423669.4905;7225326.222;ASS
423545.509;7223141.226;ASS
422731.057;7223031.438;ASS
423272.9168;7221348.178;ASS
424242.4828;7220679.427;ASS
459814.1802;7202926.744;ASS
458563.2681;7202227.54;ASS
467874.3531;7203143.8;ASS
464628.769;7206318.805;ASS
468605.6122;7204226.14;ASS
470074.1083;7204217.007;ASS
472281.6155;7183801.779;ASS
465546.2437;7186968.305;ASS
469622.0025;7189400.65;ASS
466312.9839;7186151.864;ASS
467129.4565;7185563.229;ASS
469971.1877;7185110.547;ASS
473855.7554;7183101.688;ASS
474155.5036;7182210.609;ASS
478143.01;7182794.24;ASS
477397.3118;7183401.57;ASS
473174.0108;7181992.668;ASS
473993.776;7185181.549;ASS
458420.2007;7212075.421;ASS
476695.3431;7184112.756;ASS
480517.9754;7181585.525;ASS
478056.4227;7180925.491;ASS
480039.6193;7171464.499;ASS
416281.8778;7203716.565;ASS
422497.8177;7205957.172;ASS
421589.1759;7207356.75;ASS
419486.5916;7207354.861;ASS
419172.8284;7205956.064;ASS
417755.994;7206409.457;ASS
431949.4898;7189446.564;ASS
436954.7477;7192003.212;ASS
437419.317;7191211.565;ASS
438281.6989;7191091.175;ASS
439079.8308;7186266.497;ASS
416203.8254;7207150.864;ASS
414987.0762;7207083.844;ASS
418487.7148;7205140.004;ASS
419163.5758;7205332.692;ASS
420067.0143;7204111.77;ASS
438793.1427;7189554.797;ASS
435458.9284;7201699.842;ASS
440476.452;7188093.465;ASS
439886.5949;7189479.454;ASS
440734.8221;7190039.915;ASS
439526.9211;7191543.518;ASS
440979.0892;7189101.252;ASS
441442.0048;7188188.778;ASS
438190.9443;7185406.755;ASS
439389.0097;7184911.918;ASS
440894.2033;7187127.479;ASS
440401.6654;7185973.528;ASS
440244.4455;7185185.643;ASS
440943.8811;7184932.881;ASS
431821.4799;7201048.184;ASS
434197.5024;7201675.857;ASS
442652.7117;7184310.37;ASS
442374.805;7187352.579;ASS
444961.1842;7185952.692;ASS
443679.6111;7186618.024;ASS
443507.9554;7188030.602;ASS
442463.1132;7189062.456;ASS
447180.8998;7185345.879;ASS
447081.6701;7185995.815;ASS
444555.2309;7189719.637;ASS
445316.9734;7185199.132;ASS
446066.5277;7186238.726;ASS
445389.0882;7187012.845;ASS
448458.2682;7186047.305;ASS
446466.4201;7185088.309;ASS
424579.8404;7184962.318;ASS
425371.7611;7183968.076;ASS
419207.5974;7187665.957;ASS
418604.6887;7186984.929;ASS
419371.9225;7185527.22;ASS
416124.4186;7184976.879;ASS
415513.0425;7183622.271;ASS
413705.629;7182690.271;ASS
412752.37;7183482.069;ASS
425927.0005;7183104.158;ASS
421285.7549;7184158.559;ASS
421016.1073;7187867.127;ASS
421495.6942;7188723.104;ASS
420509.185;7188556.765;ASS
418528.6882;7189417.748;ASS
416968.6421;7189901.613;ASS
416968.3206;7189901.436;ASS
415980.0162;7189744.943;ASS
415971.0034;7189748.168;ASS
414747.369;7189200.428;ASS
411413.5208;7183771.847;ASS
411359.7501;7182623.644;ASS
418258.3583;7188765.965;ASS
418528.4509;7189417.754;ASS
415326.0459;7187255.131;ASS
414006.4094;7185868.902;ASS
414211.5479;7184475.8;ASS
413726.7696;7187228.111;ASS
414103.8016;7187887.995;ASS
407227.4763;7182867.182;ASS
405864.3002;7181577.473;ASS
412699.5121;7187931.975;ASS
411927.5057;7186976.236;ASS
410254.5499;7185931.451;ASS
409312.5483;7185187.141;ASS
412435.5351;7185820.917;ASS
411247.8246;7185907.378;ASS
410294.8255;7181687.116;ASS
408082.6237;7181948.164;ASS
407862.3364;7183618.405;ASS
407018.1478;7184873.742;ASS
405924.3261;7185403.024;ASS
407180.8101;7186347.152;ASS
406916.4801;7187752.913;ASS
404221.5088;7188787.099;ASS
404219.6772;7188786.786;ASS
409314.0525;7185189.698;ASS
410078.9597;7184221.74;ASS
410082.039;7184221.277;ASS
409063.3892;7182764.187;ASS
408869.4694;7183931.575;ASS
409093.8006;7188077.127;ASS
404852.4002;7183597.88;ASS
404970.6681;7184720.607;ASS
404098.6844;7185325.715;ASS
403060.3468;7185008.637;ASS
406007.3002;7188282.628;ASS
401871.8656;7185525.927;ASS
399930.2682;7186329.056;ASS
400999.5698;7186964.276;ASS
403255.2926;7187747.683;ASS
403354.7168;7186664.833;ASS
405967.6668;7186634.798;ASS
404932.3981;7187689.356;ASS
405022.2179;7189132.469;ASS
400494.5889;7190711.834;ASS
398687.1976;7191743.63;ASS
399190.8752;7187610.959;ASS
402906.5727;7190805.548;ASS
403049.3226;7189919.028;ASS
402899.0379;7189181.184;ASS
415029.2819;7190100.98;ASS
414964.6976;7191076.388;ASS
413857.4494;7188813.254;ASS
413192.8208;7190351.966;ASS
407594.5029;7192015.828;ASS
406605.8401;7192935.734;ASS
411837.8023;7191649.573;ASS
411082.1838;7192351.671;ASS
410276.8074;7189567.73;ASS
408849.9928;7189977.912;ASS
407182.6699;7190854.516;ASS
409079.2248;7191205.913;ASS
403879.588;7189517.286;ASS
404247.2727;7192903.211;ASS
405185.3589;7192363.989;ASS
404813.2205;7190114.268;ASS
406129.8898;7189420.118;ASS
406388.5566;7190654.099;ASS
407528.2792;7189738.605;ASS
410398.6526;7190634.55;ASS
411216.6504;7189761.332;ASS
410863.6217;7189151.632;ASS
410085.6894;7192147.198;ASS
409248.1577;7193120.595;ASS
408149.2967;7193333.381;ASS
407034.9922;7193862.63;ASS
409135.8105;7192026.942;ASS
396265.7331;7193909.843;ASS
395687.2943;7191829.278;ASS
410065.8314;7194143.952;ASS
406003.6243;7194264.441;ASS
404280.3318;7193713.613;ASS
402936.6719;7193941.913;ASS
397004.6779;7191875.052;ASS
398115.3382;7187920.628;ASS
399871.6498;7188379.636;ASS
399195.7361;7189546.254;ASS
399951.3218;7189711.141;ASS
403141.5766;7192314.023;ASS
403912.4746;7191346.567;ASS
401679.2826;7192734.79;ASS
401704.6945;7193498.232;ASS
399442.2117;7190845.585;ASS
396646.6349;7189879.892;ASS
408079.4486;7180153.921;ASS
414714.5807;7182073.756;ASS
414102.4522;7180833.428;ASS
412941.4517;7180337.842;ASS
409326.6863;7180790.96;ASS
411547.0431;7181962.13;ASS
418921.6403;7184136.035;ASS
418984.1866;7183121.059;ASS
417923.1509;7182935.899;ASS
417280.745;7182084.361;ASS
419415.2913;7180927.02;ASS
416428.2129;7181013.358;ASS
415291.7932;7179435.418;ASS
415267.727;7178306.623;ASS
416557.1976;7180060.209;ASS
417652.4734;7179058.987;ASS
416783.0337;7178960.196;ASS
421034.8773;7178742.058;ASS
421146.3766;7177928.98;ASS
421145.9456;7177927.69;ASS
422200.9134;7177539.464;ASS
427500.0516;7294741.955;ASS
432216.0146;7293493.401;ASS
431785.3347;7294245.798;ASS
432404.5503;7192824.101;ASS
433332.7985;7192945.009;ASS
433313.2894;7191118.398;ASS
433300.6042;7190187.458;ASS
433299.8051;7190187.104;ASS
434120.8749;7189024.103;ASS
434305.6499;7191966.237;ASS
430580.1948;7187192.512;ASS
431575.9034;7187205.228;ASS
432257.8837;7186889.795;ASS
433199.3266;7187047.904;ASS
432793.5666;7191641.679;ASS
431146.7499;7197388.348;ASS
