CLASS,geometry
ASS,POINT (24.491991589886297 64.11194021167442)
ASS,POINT (24.132032838148344 63.92743489747981)
ASS,POINT (24.45286541620571 64.07447856017816)
ASS,POINT (25.089133654605746 63.95453779069862)
ASS,POINT (25.13594725907405 63.91466955135504)
ASS,POINT (25.14215546956354 63.92816785208034)
ASS,POINT (24.787823235347542 64.05147415149398)
ASS,POINT (24.09771408136551 64.1549394373168)
ASS,POINT (24.186968252303547 64.0320130889286)
ASS,POINT (24.214911806727397 64.00248490252922)
ASS,POINT (25.21097306144264 63.805914818520364)
ASS,POINT (25.213678138296377 63.796053173699995)
ASS,POINT (23.91570666620774 64.1861683343844)
ASS,POINT (23.894858333015186 64.18823499746416)
ASS,POINT (23.882971666996177 64.18143500212908)
ASS,POINT (23.900514999566386 64.17467666636585)
ASS,POINT (23.881960000467597 64.16400000116498)
ASS,POINT (23.925273334222698 64.21326666266714)
ASS,POINT (23.874821666220438 64.25551833441045)
ASS,POINT (23.886471665707365 64.24791499962717)
ASS,POINT (23.836168332749814 64.25056333397906)
ASS,POINT (23.884181666274404 64.23732500157217)
ASS,POINT (23.88334333282668 64.2276133317984)
ASS,POINT (23.9188966658965 64.23602500474207)
ASS,POINT (23.927839999153115 64.24140166701116)
ASS,POINT (23.912059999433364 64.24672333302708)
ASS,POINT (23.919848334389325 64.2244216635309)
ASS,POINT (23.87031999934673 64.21170500160034)
ASS,POINT (23.872171667086743 64.20327499918659)
ASS,POINT (23.880728332211653 64.19836666804979)
ASS,POINT (23.95413833374307 64.21616000151417)
ASS,POINT (23.715426666870812 64.21538500255173)
ASS,POINT (23.952404998945596 64.20745500281429)
ASS,POINT (23.898256666778412 64.2599616703201)
ASS,POINT (23.909096666818826 64.27063166592362)
ASS,POINT (23.891766667777585 64.28171499511112)
ASS,POINT (24.037619999599 64.37742666687036)
ASS,POINT (23.976284998851053 64.10237333707563)
ASS,POINT (23.904099298717473 64.08378135527418)
ASS,POINT (23.8985016671354 64.11152833179791)
ASS,POINT (23.711536665429513 64.14104500267416)
ASS,POINT (23.787964998889127 64.17032833458624)
ASS,POINT (23.811290000028258 64.13087166548254)
ASS,POINT (23.92316833414536 64.07214500186032)
ASS,POINT (23.827664999669178 64.11736833214961)
ASS,POINT (24.01504833283742 64.31894833391561)
ASS,POINT (24.064211667537542 64.29171166601026)
ASS,POINT (24.084034999236028 64.3065216656954)
ASS,POINT (24.049343334656964 64.34880999696185)
ASS,POINT (24.197536666681334 64.41109000024926)
ASS,POINT (23.745136665667992 64.18935000367834)
ASS,POINT (24.19967333291271 64.3243299953274)
ASS,POINT (24.254051667297244 64.32656833416151)
ASS,POINT (24.277628333333215 64.30300833028157)
ASS,POINT (24.291019998635917 64.31533000366346)
ASS,POINT (24.125081665569432 64.3837166687578)
ASS,POINT (24.129538332838855 64.42650833475544)
ASS,POINT (24.212333332965006 64.38105166262349)
ASS,POINT (24.125551665744247 64.37666333539454)
ASS,POINT (23.782803333000157 64.16101166915725)
ASS,POINT (23.747616667116546 64.15598333583924)
ASS,POINT (23.890603332559323 64.09045166830441)
ASS,POINT (23.914888332721493 64.0905283306584)
ASS,POINT (23.877605000423333 64.11459166805346)
ASS,POINT (23.94809969799553 64.09341877236251)
ASS,POINT (23.883410000132006 64.2276266650559)
ASS,POINT (24.19602500000589 64.4422916709521)
ASS,POINT (24.182793333162422 64.4576883346079)
ASS,POINT (23.813563333282772 64.10603332882377)
ASS,POINT (23.859013332708646 64.08916333195562)
ASS,POINT (23.807911666720056 64.12482833058152)
ASS,POINT (24.234994999291796 64.44713000041838)
ASS,POINT (24.132641666660575 64.43989499898606)
ASS,POINT (24.06811166618683 64.34119000489282)
ASS,POINT (24.068364999721556 64.33282499801471)
ASS,POINT (24.084550000404867 64.34158166559192)
ASS,POINT (24.102351666206612 64.34576999738572)
ASS,POINT (24.086931667278144 64.32391500388776)
ASS,POINT (23.718333333185214 64.17826500465752)
ASS,POINT (23.70654666596887 64.16019166732576)
ASS,POINT (23.727185000194854 64.14771499584842)
ASS,POINT (23.74416833366731 64.13880833598026)
ASS,POINT (24.1080766661778 64.40065333041268)
ASS,POINT (24.117151667044688 64.38877667130969)
ASS,POINT (24.10807499880233 64.38026833583935)
ASS,POINT (24.132399999725724 64.33850666509095)
ASS,POINT (24.137793333895885 64.345661665308)
ASS,POINT (24.125281666378942 64.35608666838606)
ASS,POINT (24.149154999798778 64.36045333066082)
ASS,POINT (24.185605000846074 64.28027499676568)
ASS,POINT (24.17702500097798 64.27079999702197)
ASS,POINT (24.043608333133065 64.36535999746229)
ASS,POINT (23.997200001350638 64.35882999637285)
ASS,POINT (23.99686333387197 64.32646999951277)
ASS,POINT (24.31091166589573 64.32453666962313)
ASS,POINT (24.294443333170502 64.27385166307367)
ASS,POINT (24.284669999959835 64.25341500476688)
ASS,POINT (23.96203999919609 64.20142500100131)
ASS,POINT (23.95365833300279 64.18836167142145)
ASS,POINT (23.9545800002308 64.18240500100852)
ASS,POINT (24.245211667212814 64.25922666219134)
ASS,POINT (24.268860001210676 64.2602766647091)
ASS,POINT (24.23494666605787 64.26831332946098)
ASS,POINT (24.22139666728787 64.27814166867542)
ASS,POINT (24.234066667496148 64.2860633289479)
ASS,POINT (24.224744999298803 64.29602333220397)
ASS,POINT (24.200040000494923 64.3023799956589)
ASS,POINT (24.191698333600467 64.31132499927266)
ASS,POINT (24.204536666458498 64.315101668315)
ASS,POINT (24.185548333303245 64.33457999843795)
ASS,POINT (24.209683333052798 64.33321999869732)
ASS,POINT (24.169249999968432 64.34557000070605)
ASS,POINT (24.261261666443147 64.34502666798221)
ASS,POINT (23.715488333186055 64.21535999860441)
ASS,POINT (23.92313500058841 64.16949833378834)
ASS,POINT (24.022706666727025 64.3003733372207)
ASS,POINT (23.7906283323966 64.12913166670285)
ASS,POINT (23.812503333202656 64.13266833583499)
ASS,POINT (23.792644999876646 64.14869833371834)
ASS,POINT (24.154984998998795 64.45357000419186)
ASS,POINT (24.17383666551954 64.4378000021103)
ASS,POINT (24.13387833425891 64.41162833286545)
ASS,POINT (24.155838333812003 64.40250166700811)
ASS,POINT (24.160188333377384 64.39711999633371)
ASS,POINT (24.22024833253927 64.24136500053392)
ASS,POINT (24.259283333791572 64.24551000023179)
ASS,POINT (24.167619819164347 64.31377236371554)
ASS,POINT (24.159161666888483 64.32363833208338)
ASS,POINT (24.180586667311797 64.32468166664314)
ASS,POINT (24.160550000476125 64.33402833379218)
ASS,POINT (24.09840500064342 64.38903999982817)
ASS,POINT (24.283391667181085 64.24342500317228)
ASS,POINT (23.769363332285184 64.1864383360042)
ASS,POINT (24.102614999536126 64.35489666767982)
ASS,POINT (24.10071333294943 64.36571333086225)
ASS,POINT (24.162894999840397 64.36825833259597)
ASS,POINT (24.169570000911644 64.35763333052502)
ASS,POINT (23.96228666678584 64.33064833651595)
ASS,POINT (24.17038666567422 64.25878500243606)
ASS,POINT (24.197030001129352 64.27287666205463)
ASS,POINT (24.213240000484866 64.26879333003346)
ASS,POINT (24.190826467712043 64.26534347393107)
ASS,POINT (24.1567516667999 64.35295832874003)
ASS,POINT (24.182033334310955 64.33934333389422)
ASS,POINT (25.779386666769444 64.91103833612604)
ASS,POINT (25.78895666632786 64.9219083349413)
ASS,POINT (25.765688334257806 64.89233833481862)
ASS,POINT (25.73842000125599 64.89058666174826)
ASS,POINT (25.66222666739389 64.94202499933579)
ASS,POINT (25.652141666223596 64.92479833552325)
ASS,POINT (25.655393332784133 64.9081433343349)
ASS,POINT (25.673379999525284 64.89770666496017)
ASS,POINT (25.673620001008498 64.89772833096075)
ASS,POINT (25.647276666754536 64.95520499677254)
ASS,POINT (25.61332999928193 64.94374499598759)
ASS,POINT (25.59346833366749 64.94404833475019)
ASS,POINT (25.60059499961573 64.95619999651407)
ASS,POINT (25.60058499901978 64.96581333275867)
ASS,POINT (25.5376249998488 64.98760999828653)
ASS,POINT (25.553741665870508 64.98262666404281)
ASS,POINT (25.610884999930978 64.97271000267817)
ASS,POINT (25.606421667726224 64.96802333123954)
ASS,POINT (25.729844999641283 64.92646333173319)
ASS,POINT (25.633613333275022 64.95773666610368)
ASS,POINT (25.569836666289927 64.9735250008764)
ASS,POINT (25.577888333042736 64.96358666612971)
ASS,POINT (25.531413334285784 64.98160999715012)
ASS,POINT (25.84643311677336 64.8721284379243)
ASS,POINT (25.647071667688923 64.88600166261209)
ASS,POINT (25.695129998963754 64.87584500087975)
ASS,POINT (25.6997133336761 64.89548332991737)
ASS,POINT (25.68147166674945 64.90862500063082)
ASS,POINT (25.75945499937557 64.87644166797338)
ASS,POINT (25.780959999012826 64.8907783338638)
ASS,POINT (25.80843999932168 64.8929949995846)
ASS,POINT (25.857155000378732 64.86555332917156)
ASS,POINT (25.82965166681256 64.87375332876802)
ASS,POINT (25.806885000603742 64.86993166438297)
ASS,POINT (25.819089999752624 64.86472832841298)
ASS,POINT (25.940386666732397 64.82868166471022)
ASS,POINT (25.97292753662502 64.78264869871792)
ASS,POINT (25.99456316280099 64.77654328493263)
ASS,POINT (26.000538388700484 64.76248301133262)
ASS,POINT (25.913580000749047 64.8298216621619)
ASS,POINT (25.935335000441334 64.82084166609498)
ASS,POINT (26.097670699292824 64.7874551097783)
ASS,POINT (25.932557446372428 64.73034193696033)
ASS,POINT (26.041415000622376 64.83476666706376)
ASS,POINT (26.157130000533453 64.8523633364761)
ASS,POINT (26.062786018640942 64.8025880093078)
ASS,POINT (26.06229897810066 64.79013062914387)
ASS,POINT (26.0637632368135 64.77799136447899)
ASS,POINT (26.06216246102745 64.7689520923666)
ASS,POINT (26.082141502066914 64.77264484591174)
ASS,POINT (26.078580467160048 64.78986488254459)
ASS,POINT (26.00194833287111 64.70828666399652)
ASS,POINT (26.066011191945737 64.76073045922341)
ASS,POINT (26.120394540611063 64.78824115145801)
ASS,POINT (26.125480246891993 64.77671511027015)
ASS,POINT (25.962110000429448 64.81145333822373)
ASS,POINT (25.88954333348595 64.81201499983192)
ASS,POINT (25.673005001279755 64.95636999545194)
ASS,POINT (25.68997333232952 64.95243000263396)
ASS,POINT (25.704130000393544 64.94699999794265)
ASS,POINT (25.718420693881097 64.94043526015578)
ASS,POINT (25.683645000040446 64.94034833239346)
ASS,POINT (25.685856666702183 64.93054833688711)
ASS,POINT (25.669916667514194 64.94763166964299)
ASS,POINT (26.11610425751823 64.80144373040218)
ASS,POINT (25.786491666973113 64.86854666793685)
ASS,POINT (25.887808298915004 64.85840647510778)
ASS,POINT (25.672182741475137 64.91816109334397)
ASS,POINT (25.694943332993034 64.91406333191377)
ASS,POINT (25.70178166769946 64.90157333031893)
ASS,POINT (25.74474833270848 64.90072667008575)
ASS,POINT (25.719215000591756 64.88279333562676)
ASS,POINT (25.912268333448132 64.84076666284939)
ASS,POINT (25.914425000579225 64.80494499662296)
ASS,POINT (25.993033333265096 64.80090333351922)
ASS,POINT (26.037920952750127 64.75936359411614)
ASS,POINT (25.958299290582584 64.74544849537804)
ASS,POINT (25.998735000112266 64.74802833599918)
ASS,POINT (26.014573332292787 64.78276166927786)
ASS,POINT (26.017388363964603 64.79113840624512)
ASS,POINT (25.951826667563783 64.80546333292075)
ASS,POINT (25.566376729004062 65.17203069017553)
ASS,POINT (25.488542372311155 65.17631640743441)
ASS,POINT (25.519736153506233 65.17220555774195)
ASS,POINT (25.528154692452915 65.16555508341717)
ASS,POINT (26.562481114437322 64.80968645144338)
ASS,POINT (26.525476976580492 64.82042761275066)
ASS,POINT (26.517853333087054 64.83108833644275)
ASS,POINT (25.84444178446976 64.99882708253918)
ASS,POINT (25.8443432751955 64.99881734651838)
ASS,POINT (25.991716667750516 64.95552499857557)
ASS,POINT (26.172096667186096 64.97252833222396)
ASS,POINT (26.10523612179801 64.99749979213819)
ASS,POINT (25.905190484765477 65.0649390324921)
ASS,POINT (25.90962000110646 65.05171999851929)
ASS,POINT (26.124734999189226 64.88412666494966)
ASS,POINT (26.100583332506258 64.88514333472403)
ASS,POINT (25.63082364812479 64.97696664915715)
ASS,POINT (25.6714950007654 64.99811333063266)
ASS,POINT (25.587141666847835 65.01528000376057)
ASS,POINT (25.577508334079134 65.02265333562637)
ASS,POINT (25.812003841821877 64.99271024526418)
ASS,POINT (25.692764129202644 64.98053790095959)
ASS,POINT (25.70258084691921 64.98974978298467)
ASS,POINT (25.684472688468723 64.97031788184275)
ASS,POINT (25.86324000048581 65.03343666268542)
ASS,POINT (25.444981666697025 65.12915833097827)
ASS,POINT (25.47418978391758 65.15113762403618)
ASS,POINT (25.70328691531305 65.13050574564703)
ASS,POINT (25.956244999267525 64.9713300010589)
ASS,POINT (25.913371667590727 64.95935333007827)
ASS,POINT (25.90381000005814 64.96933333238647)
ASS,POINT (25.81582499956154 64.96041666439147)
ASS,POINT (25.56850494637588 65.02550714700233)
ASS,POINT (25.967426425942218 65.0362505084086)
ASS,POINT (25.97683876248436 65.02468856201345)
ASS,POINT (25.616712658216088 65.15802309859498)
ASS,POINT (25.581132397099392 65.1578361103512)
ASS,POINT (26.20297683097569 65.01470419237799)
ASS,POINT (25.662585641618513 65.14415291759731)
ASS,POINT (25.76245060979185 65.00210702755984)
ASS,POINT (25.74504999894982 65.00165833773457)
ASS,POINT (25.786542567089075 64.94245615883715)
ASS,POINT (26.146123333542416 64.86124333395557)
ASS,POINT (26.163741667044167 64.86795499633465)
ASS,POINT (25.565851667789712 65.11109833032026)
ASS,POINT (25.54051166623079 65.1070383324999)
ASS,POINT (25.516401760917 65.10631631895197)
ASS,POINT (25.49035300843814 65.10899355707545)
ASS,POINT (26.308836606415614 64.98607204569844)
ASS,POINT (26.26076074712636 64.98777581864506)
ASS,POINT (26.236397138252038 64.98806433928497)
ASS,POINT (26.2648417780317 64.94899441124454)
ASS,POINT (25.914705373046086 64.85311139952572)
ASS,POINT (25.957294177080513 64.85220370725034)
ASS,POINT (25.98955981703462 64.85149458288558)
ASS,POINT (26.006342997682232 64.9417627384432)
ASS,POINT (26.470970998496544 65.01226965664328)
ASS,POINT (26.483289999303597 64.96630166600323)
ASS,POINT (25.97127938095749 64.82894199562166)
ASS,POINT (26.002154382681667 64.83237480352203)
ASS,POINT (25.467084155408454 65.09591431014088)
ASS,POINT (25.453805155643806 65.1118038855293)
ASS,POINT (25.453771888586317 65.11179484575268)
ASS,POINT (25.700364999686236 65.05671166417525)
ASS,POINT (25.692841262525842 65.04696543194653)
ASS,POINT (25.617211215741232 64.99277784282202)
ASS,POINT (25.64373627437273 65.00721213915723)
ASS,POINT (25.533995151938296 65.07419455157154)
ASS,POINT (25.517359190822468 65.06129681080989)
ASS,POINT (25.524052058209975 65.05598555568405)
ASS,POINT (25.51599698199116 65.04608231280648)
ASS,POINT (25.648084282431167 65.06347141235956)
ASS,POINT (25.349393332645956 65.16117833681001)
ASS,POINT (25.51660999927511 65.07223833474742)
ASS,POINT (25.50186666749799 65.07486832938952)
ASS,POINT (25.560982669537317 65.0787957257797)
ASS,POINT (25.56549771375669 65.07380699704815)
ASS,POINT (25.58638658463138 65.06506037316457)
ASS,POINT (25.607648268915632 65.06038771839877)
ASS,POINT (26.322083333118762 65.03137999559077)
ASS,POINT (26.270592664209087 65.05296843910794)
ASS,POINT (26.319039333236965 65.066344236513)
ASS,POINT (26.248666666511244 65.02272999607376)
ASS,POINT (26.27478252967385 65.03327067341026)
ASS,POINT (26.303848053609705 65.00508805571411)
ASS,POINT (25.33090666618891 65.13098833539253)
ASS,POINT (25.984113515475187 64.84467555823299)
ASS,POINT (25.95650907140577 64.84745404592744)
ASS,POINT (25.72807833272243 65.06222666970716)
ASS,POINT (25.623375096183807 65.06926897448605)
ASS,POINT (25.665252034582437 65.06394766588168)
ASS,POINT (25.432129646994674 65.12377939027212)
ASS,POINT (25.4210583324681 65.13193333146049)
ASS,POINT (25.410366666780725 65.14285833670603)
ASS,POINT (25.39866499988423 65.15194000098465)
ASS,POINT (26.04831833355657 64.93213999855794)
ASS,POINT (26.05540283515238 64.94515051964001)
ASS,POINT (26.19269653605925 64.93274063112742)
ASS,POINT (26.185597273949885 64.94080652218493)
ASS,POINT (26.22863534262594 64.9734344760745)
ASS,POINT (25.730807444817557 64.95489450896993)
ASS,POINT (25.72226484860343 64.94826604547242)
ASS,POINT (25.737166460166065 64.93869299910367)
ASS,POINT (25.759774441938394 64.94829158587228)
ASS,POINT (26.366331667496585 65.01518333113079)
ASS,POINT (26.33471198836391 65.01528402091748)
ASS,POINT (26.277218332704162 65.01515667137025)
ASS,POINT (25.32308666581665 65.14821000462786)
ASS,POINT (25.347862728476017 65.1503392111972)
ASS,POINT (26.04283833353198 64.9634500021331)
ASS,POINT (25.93437465129306 64.8447523335602)
ASS,POINT (25.84814833401652 64.85711500410565)
ASS,POINT (25.865120000802115 64.85886333603808)
ASS,POINT (25.810391666565604 64.83886166413937)
ASS,POINT (26.07945333373144 64.81279666192323)
ASS,POINT (25.972956666314587 64.803288334035)
ASS,POINT (25.8828533325385 64.85064333124751)
ASS,POINT (25.882853332860588 64.85063666352035)
ASS,POINT (25.848078332522363 64.87250167055711)
ASS,POINT (26.020652236262574 64.8055620850343)
ASS,POINT (26.049859121636974 64.80707946049287)
ASS,POINT (26.03003262959485 64.76994049901171)
ASS,POINT (26.029191843646885 64.79790992950907)
ASS,POINT (26.044881840446447 64.78732649259888)
ASS,POINT (26.041562647765847 64.77925389385432)
ASS,POINT (26.062709725440467 64.79901629628938)
ASS,POINT (26.11577500071431 64.75802499695067)
ASS,POINT (26.110661666300732 64.76687999751978)
ASS,POINT (26.097694999832864 64.7776716627282)
ASS,POINT (26.13808309301328 64.76426865259158)
ASS,POINT (26.136825732129633 64.7555330955731)
ASS,POINT (26.075541666647226 64.73908167009863)
ASS,POINT (26.119201666780427 64.74901666823665)
ASS,POINT (26.0393233338523 64.81390333223273)
ASS,POINT (26.064155000014367 64.80868999837375)
ASS,POINT (25.796661666616007 65.10585166632109)
ASS,POINT (25.746759999677472 65.10696166691413)
ASS,POINT (25.72951213539881 65.08932257526234)
ASS,POINT (25.7294925016441 65.08932838547462)
ASS,POINT (26.040230000437244 64.98292999544644)
ASS,POINT (25.971387401096724 64.97818932801343)
ASS,POINT (25.631363614456085 65.14426299597316)
ASS,POINT (25.749244999597497 65.02571999678955)
ASS,POINT (25.662615000022722 64.98434832948666)
ASS,POINT (25.673435343032157 64.97415542390512)
ASS,POINT (25.673087749319 64.97360899912309)
ASS,POINT (25.644079570770167 64.96969400590642)
ASS,POINT (25.60915329440762 64.98027597208912)
ASS,POINT (25.537743334001505 65.13313166797359)
ASS,POINT (25.51506333344205 65.13000166958086)
ASS,POINT (25.499798334473184 65.13176499836466)
ASS,POINT (25.476952971672663 65.13434317141564)
ASS,POINT (25.563690870083622 65.03532538825311)
ASS,POINT (25.610353270112956 65.05132511605956)
ASS,POINT (25.619883694499862 65.04411615381277)
ASS,POINT (25.764993946116956 65.13014994928042)
ASS,POINT (26.06841795898177 65.0329509014399)
ASS,POINT (25.882505733514808 65.04852636702981)
ASS,POINT (25.85504869890779 65.04566398604005)
ASS,POINT (25.840608379626083 65.0202345084019)
ASS,POINT (25.824902191811248 65.00819544327483)
ASS,POINT (25.79350333267848 65.00046499878876)
ASS,POINT (25.690602959948794 64.96190370177823)
ASS,POINT (25.71213899333179 64.98361457946783)
ASS,POINT (25.7301500004351 64.97757666777485)
ASS,POINT (25.600575165111355 64.9881507807982)
ASS,POINT (25.586837902106513 64.99181560145018)
ASS,POINT (25.748335000575377 65.12545166960182)
ASS,POINT (25.727330001212206 65.12196999606907)
ASS,POINT (25.438558406638585 65.16032836717936)
ASS,POINT (25.40242830637387 65.18092277054261)
ASS,POINT (25.4025478559377 65.1809376302007)
ASS,POINT (25.405350105485315 65.16552417363012)
ASS,POINT (25.3441644813928 65.17625455226114)
ASS,POINT (25.335827168998794 65.18075357017594)
ASS,POINT (25.529349598600216 65.15844437225964)
ASS,POINT (25.54421062825432 65.16285119623741)
ASS,POINT (26.12531306197994 64.99711319347696)
ASS,POINT (26.110819247410724 64.9687566327831)
ASS,POINT (25.934438978995345 64.84477571401479)
ASS,POINT (26.33760607081349 65.0606428640887)
ASS,POINT (26.39121833775208 65.04281113492948)
ASS,POINT (26.211033616145755 65.01173015162317)
ASS,POINT (25.46719207330003 65.07821586931657)
ASS,POINT (25.41735901648535 65.08302615526705)
ASS,POINT (25.396529140126965 65.07308515896227)
ASS,POINT (25.284428333725504 65.1781899973884)
ASS,POINT (25.31667999985306 65.18483667154449)
ASS,POINT (25.327543332677248 65.17298333424787)
ASS,POINT (25.341348119306083 65.16726331830641)
ASS,POINT (25.956574706095473 64.85942899346257)
ASS,POINT (25.962701667682975 64.87135577970339)
ASS,POINT (25.932769322743315 64.85598061059865)
ASS,POINT (25.91893953094708 64.94679720843536)
ASS,POINT (25.82391610000938 64.9037996578611)
ASS,POINT (25.83633278947603 64.89509245497976)
ASS,POINT (25.873023033500935 64.8964715262789)
ASS,POINT (25.879515721575576 64.89001609833484)
ASS,POINT (25.89797549742527 64.89039912390912)
ASS,POINT (25.500426740658906 65.14403115319587)
ASS,POINT (25.924241667037332 64.86427000078783)
ASS,POINT (25.567220000646078 65.04441833668733)
ASS,POINT (25.49175536102121 65.0724030512255)
ASS,POINT (25.48706739745392 65.08415954170859)
ASS,POINT (25.347056667048818 65.10799333219431)
ASS,POINT (25.35428333318874 65.11294832952503)
ASS,POINT (25.38194963262939 65.1344421280537)
ASS,POINT (26.1766506957358 65.03761676293094)
ASS,POINT (26.21303869833083 65.04556421685459)
ASS,POINT (26.612363334116658 64.62228500338381)
ASS,POINT (25.406137988485852 65.06428455791526)
ASS,POINT (25.4126731621099 65.05836758063622)
ASS,POINT (25.375939999292623 65.16919666372985)
ASS,POINT (25.60575424827304 65.10261768469934)
ASS,POINT (25.579923333637737 65.09515833718032)
ASS,POINT (25.520876666556713 65.00049333820586)
ASS,POINT (25.486121667229828 64.99917500126737)
ASS,POINT (25.583774999563296 64.98556166510032)
ASS,POINT (26.621721525855943 64.61448258093205)
ASS,POINT (26.331147844455042 64.98007013428341)
ASS,POINT (26.42373500060324 64.88243666965079)
ASS,POINT (25.628260024464122 65.01438921814463)
ASS,POINT (25.71013068653128 65.04607336533917)
ASS,POINT (25.32104522987904 65.13913022574438)
ASS,POINT (25.452756831467905 65.06665447139613)
ASS,POINT (25.55873431787656 65.09826152923173)
ASS,POINT (26.060519307735984 64.99265019999666)
ASS,POINT (26.143190524105616 65.01293788597735)
ASS,POINT (26.14159000083762 65.02657833707562)
ASS,POINT (25.66751779221324 65.02611329185314)
ASS,POINT (25.955534592272407 65.00456202024559)
ASS,POINT (25.959958025701923 65.01428579093718)
ASS,POINT (25.4747630197144 65.06418061701378)
ASS,POINT (26.27526332930372 64.90693692783765)
ASS,POINT (25.673312757750793 64.9738437045834)
ASS,POINT (25.794016993953367 64.93762937272551)
ASS,POINT (25.86642333356114 64.94497499702504)
ASS,POINT (25.795448334120344 65.04737000032797)
ASS,POINT (25.64804621611145 65.0515877231831)
ASS,POINT (25.426738407973666 65.05117716096343)
ASS,POINT (26.28644999890078 64.93936666883283)
ASS,POINT (25.984547892786022 64.91675138572938)
ASS,POINT (25.39995307455038 65.08888800499777)
ASS,POINT (25.440293780791105 65.09189199682609)
ASS,POINT (25.392818802198498 65.16072019022756)
ASS,POINT (26.37657166584936 64.95253666315085)
ASS,POINT (26.340448333656987 64.94487666699102)
ASS,POINT (26.50435166667257 64.9199383318463)
ASS,POINT (26.520877752609863 64.71267337011074)
ASS,POINT (26.450113334346852 64.7437349983879)
ASS,POINT (26.02991441994671 64.69375063515425)
ASS,POINT (25.628273035552827 65.05713382941124)
ASS,POINT (25.372522742978088 65.14255752592229)
ASS,POINT (25.371081985505075 65.12293159830695)
ASS,POINT (25.353799114553997 65.12175745592894)
ASS,POINT (25.36626501883229 65.10678655541793)
ASS,POINT (25.38726328121816 65.10101201646378)
ASS,POINT (26.149456825932088 64.94797503635267)
ASS,POINT (26.123189803922404 64.94154862184212)
ASS,POINT (26.319986643499362 64.95079757227192)
ASS,POINT (26.250496666457273 64.97895500318941)
ASS,POINT (26.33522333256577 64.96057833569584)
ASS,POINT (26.36631833343882 64.96063166316439)
ASS,POINT (26.41704121544693 64.77764750490748)
ASS,POINT (26.274635965845057 64.805434756895)
ASS,POINT (26.359919382693608 64.82765303289766)
ASS,POINT (26.290969293629235 64.79818730069854)
ASS,POINT (26.308287868244246 64.79298687525728)
ASS,POINT (26.3681783335662 64.7891916674227)
ASS,POINT (26.450273606025817 64.77149214953386)
ASS,POINT (26.456736665926943 64.76351999998369)
ASS,POINT (26.540463333916975 64.76903999974634)
ASS,POINT (26.524690073779382 64.77444005339377)
ASS,POINT (26.43614719959799 64.76148752359865)
ASS,POINT (26.45279771138807 64.79016473632316)
ASS,POINT (26.1172537034525 65.02988351293791)
ASS,POINT (26.509813332573092 64.78077333350332)
ASS,POINT (26.590558897236445 64.75834059346366)
ASS,POINT (26.538928918380897 64.75226645269476)
ASS,POINT (26.58190930614478 64.66749752538546)
ASS,POINT (25.228012000840195 64.94696233493441)
ASS,POINT (25.358280333224123 64.968563165701)
ASS,POINT (25.338263499418808 64.98090317051182)
ASS,POINT (25.293728832499973 64.98038383068476)
ASS,POINT (25.287885499157746 64.96776216710371)
ASS,POINT (25.257625665605538 64.97148133474032)
ASS,POINT (25.566335500505627 64.82252883471959)
ASS,POINT (25.67061783410087 64.84644300384173)
ASS,POINT (25.68075849932138 64.83942866941389)
ASS,POINT (25.698984499028974 64.83850883182679)
ASS,POINT (25.7178631671443 64.79537400435645)
ASS,POINT (25.22432033303659 64.97774333533683)
ASS,POINT (25.19859266550045 64.97683350220568)
ASS,POINT (25.27385283340094 64.96027599581132)
ASS,POINT (25.288046999064235 64.96216900253422)
ASS,POINT (25.30786150079987 64.95143683268904)
ASS,POINT (25.71042199932139 64.82482032982583)
ASS,POINT (25.63467633431112 64.93314032935753)
ASS,POINT (25.74648699918372 64.81201433095328)
ASS,POINT (25.73348499921763 64.82434249672048)
ASS,POINT (25.75111800101748 64.8295214961226)
ASS,POINT (25.725033665826928 64.84279399934563)
ASS,POINT (25.756652334246855 64.8211439982191)
ASS,POINT (25.76677583402333 64.81303950011278)
ASS,POINT (25.699532832852135 64.78749883280067)
ASS,POINT (25.724942165524 64.78327833545845)
ASS,POINT (25.755681665713155 64.80342250301545)
ASS,POINT (25.745796667509875 64.79298333437865)
ASS,POINT (25.74281816584975 64.78588733105597)
ASS,POINT (25.757633500557937 64.78374366712156)
ASS,POINT (25.558071499740077 64.926570663803)
ASS,POINT (25.608012332558395 64.93267850353587)
ASS,POINT (25.79382183386128 64.7784555018169)
ASS,POINT (25.786752500580278 64.80569966509717)
ASS,POINT (25.84173166568239 64.79357566573974)
ASS,POINT (25.814506332764857 64.7993316704469)
ASS,POINT (25.8103355004568 64.81197516494645)
ASS,POINT (25.787922166385854 64.82105416395831)
ASS,POINT (25.888657833684864 64.78848866752534)
ASS,POINT (25.886330000542905 64.79430383296014)
ASS,POINT (25.831728167088613 64.8273026661031)
ASS,POINT (25.84950533380774 64.78687349981527)
ASS,POINT (25.86487966617864 64.79632133626176)
ASS,POINT (25.850329500963714 64.80315649565435)
ASS,POINT (25.915275666060936 64.79498016741353)
ASS,POINT (25.87372466772544 64.7860646646473)
ASS,POINT (25.413509499387057 64.78072866835655)
ASS,POINT (25.43067833402204 64.77198766762227)
ASS,POINT (25.299033501117602 64.80372749828608)
ASS,POINT (25.28673483336951 64.79747349662699)
ASS,POINT (25.303697165915906 64.78458449919569)
ASS,POINT (25.23573516777849 64.77885249722345)
ASS,POINT (25.22368166583876 64.766549997906)
ASS,POINT (25.18626499919821 64.75773166684793)
ASS,POINT (25.16576000042451 64.76458666938925)
