CLASS,geometry
ASS,POINT (25.16536833365574 64.63317500227771)
ASS,POINT (25.13833999983522 64.63523166407631)
non-ASS,POINT (25.23941499994839 64.62547500078038)
ASS,POINT (25.21877292107623 64.60362457306752)
ASS,POINT (25.201938332632547 64.59881666582744)
ASS,POINT (25.190038334332883 64.59830333148568)
ASS,POINT (25.189913333691045 64.6366083315238)
ASS,POINT (25.19241166664417 64.63280166758204)
non-ASS,POINT (25.18400499944431 64.63110166193903)
ASS,POINT (25.176183332361386 64.62627833424918)
ASS,POINT (25.19787833255082 64.6175483301722)
ASS,POINT (25.26330666767118 64.63041166206395)
ASS,POINT (25.25124500089925 64.62939499977877)
non-ASS,POINT (25.219558334140274 64.61079499997115)
ASS,POINT (25.40441666648026 64.63362666916461)
non-ASS,POINT (25.3773783342923 64.62313833170946)
ASS,POINT (25.39125833266898 64.62053333016978)
ASS,POINT (25.38426833356641 64.61639999858623)
ASS,POINT (25.378359998927362 64.61380666721162)
ASS,POINT (25.37607666625569 64.60924833820157)
ASS,POINT (25.36099166758922 64.61677166538601)
ASS,POINT (25.29153499904682 64.6070583361551)
ASS,POINT (25.307663332915993 64.59618666362036)
ASS,POINT (25.310973333063686 64.60031999762535)
ASS,POINT (25.31793833405715 64.60643667049284)
non-ASS,POINT (25.37318666791231 64.61926666314315)
ASS,POINT (25.309868332882065 64.61212333296837)
ASS,POINT (25.329831666846186 64.61170499728969)
ASS,POINT (25.324226666383165 64.61774333507526)
ASS,POINT (25.358198332111 64.623235003102)
non-ASS,POINT (25.383841665819883 64.62731833230423)
ASS,POINT (25.277906666042554 64.61126166395975)
ASS,POINT (25.286389998786547 64.60036500429206)
ASS,POINT (25.294166666548648 64.59453666797418)
ASS,POINT (25.27151499910492 64.6379550005501)
ASS,POINT (25.27894666657078 64.6330983372825)
ASS,POINT (25.32877833439563 64.63661499857389)
non-ASS,POINT (25.340311666297612 64.63680333630134)
ASS,POINT (25.278866666428296 64.61611833683541)
non-ASS,POINT (25.262106667428693 64.61739500157152)
non-ASS,POINT (25.262141667553678 64.61739000089838)
ASS,POINT (25.288221665764862 64.64742833449357)
non-ASS,POINT (25.282018333554557 64.65491333538344)
non-ASS,POINT (25.282166666099748 64.65491500474661)
ASS,POINT (25.295209999411554 64.64218500425044)
ASS,POINT (25.347063333358545 64.62653333767922)
ASS,POINT (25.324336667400075 64.61779499934255)
ASS,POINT (25.305620001141445 64.61940166374771)
ASS,POINT (25.312958334359447 64.62498332896078)
ASS,POINT (25.29277344731055 64.62298094875872)
ASS,POINT (25.32898666750572 64.62145333486849)
ASS,POINT (25.78128166559344 65.36642333361856)
non-ASS,POINT (25.769681666859235 65.37404000079827)
ASS,POINT (25.75408666730522 65.39244166674294)
non-ASS,POINT (25.769433334223578 65.38468999620777)
non-ASS,POINT (25.816109999593998 65.36816333496473)
ASS,POINT (25.797035000794583 65.31168666852633)
non-ASS,POINT (25.933419999392722 65.31286332972316)
non-ASS,POINT (25.97753333294109 65.32065999648913)
ASS,POINT (25.956249999664145 65.32977666658262)
non-ASS,POINT (25.896538333890728 65.33379667018627)
ASS,POINT (25.900744999848285 65.34465166781081)
non-ASS,POINT (25.913430000149464 65.3313216647665)
ASS,POINT (25.827290000610997 65.31137000020689)
ASS,POINT (25.82881499947807 65.32785166608059)
ASS,POINT (25.784081667328344 65.32387167155927)
non-ASS,POINT (25.759791667346832 65.31465166591609)
ASS,POINT (25.7772283337457 65.30698833609208)
ASS,POINT (25.792706666106376 65.29971500455227)
ASS,POINT (25.786181665910135 65.28472499972861)
non-ASS,POINT (25.848276665605905 65.2346933342083)
ASS,POINT (25.8753416664032 65.22990333338328)
ASS,POINT (25.72391500040535 65.24878333435014)
non-ASS,POINT (25.70439833286901 65.26456499612641)
ASS,POINT (25.71795833397104 65.27328666564408)
ASS,POINT (25.800349999275543 65.26071500296432)
non-ASS,POINT (25.811703333687102 65.28338499616041)
ASS,POINT (26.177604852821133 65.18759586513347)
non-ASS,POINT (26.1177440005529 65.18999767020611)
non-ASS,POINT (26.11609500034356 65.19795433098446)
ASS,POINT (26.093757834026647 65.18439966615105)
non-ASS,POINT (26.05670816682982 65.21430766774593)
ASS,POINT (26.083877333879272 65.2183023374919)
ASS,POINT (25.825662165765483 65.34388983012624)
non-ASS,POINT (25.803772000685843 65.3492766689173)
ASS,POINT (25.796293999836283 65.33405083624844)
non-ASS,POINT (26.091167666149136 65.24383349749873)
non-ASS,POINT (26.053477166630216 65.26692699562795)
non-ASS,POINT (26.03378716693817 65.27702733376853)
non-ASS,POINT (26.035953334311703 65.2882245022636)
non-ASS,POINT (25.883028332917792 65.2179349980508)
non-ASS,POINT (25.913698333630624 65.21312666282681)
ASS,POINT (25.96095500010182 65.21226499970241)
ASS,POINT (25.769471667162076 65.251891668774)
ASS,POINT (25.769328333208886 65.25192999962655)
non-ASS,POINT (25.769655000654264 65.26598166873143)
ASS,POINT (25.749978655875566 65.26129243952364)
non-ASS,POINT (25.544505000478317 65.30151666416555)
non-ASS,POINT (25.523899999882495 65.29470666643174)
ASS,POINT (25.573521666125963 65.30827666488256)
non-ASS,POINT (25.57259833247453 65.29478333687098)
non-ASS,POINT (25.57257166642136 65.29465166536559)
ASS,POINT (25.58091833441728 65.28870833134624)
non-ASS,POINT (26.10566349948813 65.16566750248106)
non-ASS,POINT (25.629145666808146 65.26604933572239)
ASS,POINT (25.744603258309372 65.3243383112813)
non-ASS,POINT (25.698539167106617 65.3137594993852)
ASS,POINT (25.71632616713365 65.3221440004032)
ASS,POINT (25.732672500864652 65.3309616669232)
ASS,POINT (25.526080999061325 65.33064416937577)
non-ASS,POINT (25.981399665774916 65.53145333342326)
non-ASS,POINT (25.992186999008677 65.2883666645642)
non-ASS,POINT (26.069750000117878 65.26686416561084)
non-ASS,POINT (26.071774499424865 65.20210633472088)
non-ASS,POINT (26.034713145074882 65.27706162626947)
ASS,POINT (25.592220832872485 65.29387366992081)
non-ASS,POINT (25.596769665817682 65.28090483165593)
non-ASS,POINT (25.615790499634443 65.27377316445538)
non-ASS,POINT (25.86615333238988 65.26734999966185)
non-ASS,POINT (25.90773166590298 65.27199666721316)
non-ASS,POINT (25.91625999883964 65.29033333698526)
non-ASS,POINT (25.992753332289293 65.26178666689468)
non-ASS,POINT (25.833053332669074 65.29267999888212)
non-ASS,POINT (25.82132666700906 65.36153999640428)
ASS,POINT (25.800075000610207 65.35949333099468)
ASS,POINT (25.553160165856887 65.33106033493726)
ASS,POINT (25.55890383428442 65.32676082922478)
non-ASS,POINT (26.01223200104123 65.53006766745693)
non-ASS,POINT (26.028369000187908 65.52123283278713)
non-ASS,POINT (26.042339832907402 65.51301666463422)
ASS,POINT (25.83221833313004 65.35453666868663)
ASS,POINT (25.805898333636364 65.33920166752874)
non-ASS,POINT (26.1505066675225 65.1967466706345)
ASS,POINT (26.075660000488018 65.17381999660667)
ASS,POINT (26.05565499980382 65.19666499806058)
non-ASS,POINT (26.064098333229982 65.18167333566305)
non-ASS,POINT (25.530830000451246 65.31889500376468)
non-ASS,POINT (26.35990169946744 65.26724313654591)
non-ASS,POINT (26.333775616581644 65.2746085462296)
non-ASS,POINT (26.297186965931857 65.28019639732938)
ASS,POINT (26.355480615680115 65.28282015374062)
non-ASS,POINT (26.3369792699783 65.29094308097703)
non-ASS,POINT (26.298712500608893 65.30767124780598)
non-ASS,POINT (26.585899900939683 65.23571419749952)
non-ASS,POINT (26.54434826605345 65.29572801745118)
non-ASS,POINT (26.56192563236623 65.32049763104229)
non-ASS,POINT (26.32172978284208 65.3589226297607)
non-ASS,POINT (26.345974983966812 65.3639977005887)
non-ASS,POINT (26.323771301088506 65.3892529799818)
non-ASS,POINT (26.51279971670735 65.2577750979651)
ASS,POINT (26.548858317043106 65.26933098787791)
non-ASS,POINT (26.530670815970613 65.27779185220805)
non-ASS,POINT (26.588558400020013 65.3099748652943)
non-ASS,POINT (26.54098278417102 65.30856570401411)
non-ASS,POINT (26.510793551130938 65.29879476337611)
non-ASS,POINT (26.507203950670412 65.32539829625254)
non-ASS,POINT (26.503551459801983 65.33783980510579)
ASS,POINT (26.524652566827648 65.28528751730381)
non-ASS,POINT (26.505422067608222 65.27177025303621)
non-ASS,POINT (26.493390782985895 65.30048630176356)
non-ASS,POINT (26.42772478391188 65.30667555436422)
non-ASS,POINT (26.357152516132114 65.31201365046712)
non-ASS,POINT (26.484723287719135 65.36298967558554)
non-ASS,POINT (26.484784767959482 65.36289853536557)
non-ASS,POINT (26.48188173259141 65.35149073433993)
non-ASS,POINT (25.429298332578274 64.66617833331922)
non-ASS,POINT (24.78542833435709 64.95399832970035)
non-ASS,POINT (25.576024665925885 64.7404939014177)
ASS,POINT (25.593055484379484 64.74232429546826)
ASS,POINT (25.224508783536425 64.7055271823587)
ASS,POINT (25.23516254934448 64.69642485271225)
non-ASS,POINT (25.248043434007254 64.68968364892126)
non-ASS,POINT (25.270587817307405 64.67822426857377)
non-ASS,POINT (25.28391336863777 64.67181254872047)
non-ASS,POINT (25.30878968293077 64.66451231360006)
non-ASS,POINT (25.24785288201224 64.71536273807986)
non-ASS,POINT (25.25947785112916 64.7069528293122)
non-ASS,POINT (25.273794100326363 64.69582208610494)
non-ASS,POINT (25.282327883812968 64.69356643443524)
ASS,POINT (25.30854868334478 64.67847314614622)
non-ASS,POINT (25.30901496652753 64.72303816649321)
ASS,POINT (25.324414482623716 64.71501355301503)
ASS,POINT (25.328073099048492 64.69964679971699)
non-ASS,POINT (25.337203150181555 64.7084467957955)
ASS,POINT (25.35685896600232 64.7028876367083)
non-ASS,POINT (25.268774233349017 64.71601992132285)
non-ASS,POINT (25.287521765939562 64.710692617281)
ASS,POINT (25.310243115874265 64.69448898112296)
ASS,POINT (25.340566765406805 64.68864803718937)
non-ASS,POINT (25.328264716382392 64.68065488298365)
non-ASS,POINT (25.388534199280166 64.66700134777837)
ASS,POINT (25.361693533742393 64.67030373711086)
non-ASS,POINT (25.337189616865675 64.66291532909624)
ASS,POINT (25.361322916666495 64.65703605374436)
ASS,POINT (25.42746311783776 64.64159574614396)
ASS,POINT (25.43884991744516 64.73416733463465)
ASS,POINT (25.406176317762903 64.73295768191159)
ASS,POINT (25.434399934199792 64.72372861760769)
non-ASS,POINT (25.43578111686741 64.71978666915477)
non-ASS,POINT (25.716948515630676 64.8268204021657)
ASS,POINT (25.45456424982869 64.63819477999581)
non-ASS,POINT (25.47836454970294 64.6369394628779)
non-ASS,POINT (25.47569443267066 64.63653143637733)
non-ASS,POINT (25.46627076705964 64.6539108852778)
non-ASS,POINT (25.46446563435318 64.66011416559765)
non-ASS,POINT (25.468722582351216 64.64744630050292)
non-ASS,POINT (25.473515000810284 64.73163284873517)
ASS,POINT (25.71272951642404 64.8318828877533)
ASS,POINT (25.69810571736175 64.82396319623017)
ASS,POINT (25.799552283100592 64.76765438139505)
ASS,POINT (25.84807055012107 64.77683241639997)
ASS,POINT (25.900122950708965 64.77926854775684)
ASS,POINT (25.87395061709374 64.77836430436952)
ASS,POINT (25.37737779949304 64.70820436460096)
non-ASS,POINT (25.378891500681227 64.69450673349873)
ASS,POINT (25.366499066193494 64.6749459867478)
non-ASS,POINT (25.366622067720012 64.67599064781666)
ASS,POINT (25.42811063310818 64.70892031765085)
ASS,POINT (25.90717836617049 64.77518524996073)
ASS,POINT (25.899371050551252 64.76765544918672)
ASS,POINT (25.88965801655773 64.75920766890455)
non-ASS,POINT (25.884007466027064 64.75182156718208)
non-ASS,POINT (25.90524771614694 64.74920231866254)
ASS,POINT (25.389305099974216 64.72768249698706)
ASS,POINT (25.393651150794028 64.71765321877972)
ASS,POINT (25.428113199822935 64.70892862908528)
ASS,POINT (25.43808103382016 64.7074347146291)
ASS,POINT (25.44520936783145 64.70054256256645)
ASS,POINT (25.46202611621558 64.70937235067545)
non-ASS,POINT (25.474771500699756 64.70013464951828)
ASS,POINT (25.47279299990912 64.69904991732625)
ASS,POINT (25.49732226728895 64.69148692878959)
non-ASS,POINT (25.50003608315047 64.69599423639707)
ASS,POINT (25.467504483419845 64.6934514130188)
ASS,POINT (25.393335199314887 64.70130560361476)
non-ASS,POINT (25.408897732442647 64.6886556859795)
non-ASS,POINT (25.410825316895483 64.68227113199248)
ASS,POINT (25.444635982830622 64.68125315211935)
non-ASS,POINT (25.441371650480324 64.68137086872503)
non-ASS,POINT (25.421090833454514 64.67205397968317)
ASS,POINT (25.447836816580494 64.6706536669448)
ASS,POINT (25.479526450044226 64.67457641524697)
ASS,POINT (25.459650167224158 64.67703708607414)
non-ASS,POINT (25.49352775051373 64.67041189878293)
ASS,POINT (25.504898433607025 64.65396009991443)
non-ASS,POINT (25.5123176342702 64.67408106682606)
ASS,POINT (25.534780750965215 64.67258351343727)
ASS,POINT (25.555708033862103 64.66706358402422)
non-ASS,POINT (25.469451333716087 64.71972162075244)
ASS,POINT (25.611298867478453 64.73620111876609)
ASS,POINT (25.611273599239748 64.73620282957738)
ASS,POINT (25.613802365770553 64.7301713530075)
ASS,POINT (25.619290083285396 64.71856164931896)
ASS,POINT (25.637731950888394 64.72146585107507)
non-ASS,POINT (25.513505767430395 64.71595949843223)
ASS,POINT (25.536158717804433 64.71720167995336)
ASS,POINT (25.5362312008983 64.7171935467673)
ASS,POINT (25.52361295044708 64.73597575098131)
ASS,POINT (25.63546906699049 64.73843178736627)
ASS,POINT (25.635432816018838 64.73843635389503)
non-ASS,POINT (25.556991850721484 64.74122009597538)
non-ASS,POINT (25.542876815487745 64.72895923697085)
non-ASS,POINT (25.558286366477812 64.73684453021934)
ASS,POINT (25.52044680007161 64.70599674848683)
ASS,POINT (25.531420315631188 64.7097026520871)
ASS,POINT (25.54592103426765 64.70097624561957)
non-ASS,POINT (24.836856415641055 65.06565585078674)
non-ASS,POINT (24.8133399007795 65.0770833149904)
ASS,POINT (24.810108767224197 65.0866436995024)
non-ASS,POINT (24.797645783203482 65.06815109509604)
non-ASS,POINT (25.558300032486866 64.75898901553622)
non-ASS,POINT (25.582733850366992 64.7546109514608)
non-ASS,POINT (25.554382817753968 64.71125948028283)
ASS,POINT (25.03052400078862 65.05256363468057)
ASS,POINT (25.00868936601343 65.0430237316986)
ASS,POINT (25.00544863364353 65.03357333437292)
ASS,POINT (24.891397766223907 65.05162621459604)
ASS,POINT (24.841446934221015 65.05613811873496)
ASS,POINT (25.587706082949015 64.67780404838122)
ASS,POINT (25.587628898979062 64.67778556836068)
ASS,POINT (25.56481751594215 64.68051478068746)
ASS,POINT (25.539179833860445 64.68607991214138)
ASS,POINT (25.531408832933092 64.67871285199227)
ASS,POINT (25.596519917136018 64.68540094874739)
non-ASS,POINT (25.628489450833644 64.68848533111556)
non-ASS,POINT (25.692729915890187 64.67637411825326)
ASS,POINT (25.68847614941108 64.67817711461063)
non-ASS,POINT (25.618804184153692 64.69202295065051)
non-ASS,POINT (25.582215065914916 64.69019963269861)
ASS,POINT (25.564427401255923 64.69817577934298)
non-ASS,POINT (25.591630217331247 64.6707645329435)
non-ASS,POINT (25.90019131579675 64.58431722938622)
ASS,POINT (25.933727982857626 64.59950404824468)
ASS,POINT (25.704568450152895 64.69787781328804)
ASS,POINT (26.41159758340133 65.49604231257368)
non-ASS,POINT (25.651225749577108 64.7556446679342)
ASS,POINT (25.654370732488626 64.7469605344935)
ASS,POINT (25.59328546777415 64.6620165816546)
non-ASS,POINT (25.917471833061654 64.54406369921692)
non-ASS,POINT (25.92583450102878 64.54885769808764)
ASS,POINT (25.914394483082603 64.54261004645593)
ASS,POINT (25.89990101576267 64.53802663820788)
non-ASS,POINT (25.891588199751645 64.53344383499835)
ASS,POINT (25.673679632501127 64.73629199752715)
ASS,POINT (25.647927001081875 64.72845954724313)
ASS,POINT (24.867005000561278 65.06702443316202)
ASS,POINT (24.86703003261522 65.06702915267041)
ASS,POINT (24.876286549369468 65.0833580350908)
ASS,POINT (24.85204795011219 65.08757429666552)
ASS,POINT (24.759698750226875 65.07092141315317)
ASS,POINT (24.77672123453037 65.08017066498078)
ASS,POINT (24.749951049893397 65.07875475208502)
ASS,POINT (24.707091884046 65.08109199678971)
ASS,POINT (24.727729399406975 65.06802458269962)
non-ASS,POINT (24.78993056725646 65.05779148164872)
non-ASS,POINT (24.75188915050787 65.05123341902436)
ASS,POINT (24.67803891769194 65.07563924986941)
ASS,POINT (24.646179866115382 65.0777294314439)
ASS,POINT (24.622229315665468 65.06822118405289)
non-ASS,POINT (26.278380917023558 65.50370395482327)
ASS,POINT (25.678188199415196 64.72869907021608)
ASS,POINT (25.657524566969418 64.71926393642799)
ASS,POINT (25.65484343314262 64.71115881718532)
ASS,POINT (25.6787832159483 64.71804840221915)
ASS,POINT (25.696452217678424 64.71926906448964)
ASS,POINT (24.620703533668706 65.05513105167687)
ASS,POINT (24.64443536595253 65.06265871507794)
ASS,POINT (24.67133110023769 65.05904274753395)
ASS,POINT (26.195372132424488 65.49350508577818)
ASS,POINT (26.231832084287007 65.50641066198963)
ASS,POINT (26.253258665818045 65.50062420221414)
non-ASS,POINT (25.72727759945912 64.72348117156697)
ASS,POINT (25.711941817266986 64.72304783681406)
ASS,POINT (25.719104667084213 64.70538031272277)
non-ASS,POINT (25.816180099368474 64.70514836337142)
ASS,POINT (25.78661118225759 64.69452720449549)
ASS,POINT (25.74209404931661 64.75490416315627)
ASS,POINT (25.679627649605102 64.70872373352789)
ASS,POINT (25.699136700919844 64.70976728539951)
ASS,POINT (25.724973216617208 64.69270883278384)
ASS,POINT (25.69160228373769 64.74509305170251)
ASS,POINT (25.702227133563138 64.72892240043139)
ASS,POINT (25.702289100841043 64.72892688286821)
ASS,POINT (25.7352289657555 64.74673841907631)
ASS,POINT (25.76048048266863 64.74613216956456)
ASS,POINT (25.717407467276146 64.74000929838877)
ASS,POINT (25.718025249107377 64.74496251792151)
ASS,POINT (25.779227982687225 64.7362018655886)
non-ASS,POINT (25.764229399813303 64.73910816379065)
ASS,POINT (25.793119417102908 64.73025186983098)
ASS,POINT (25.82312581731883 64.7293882681366)
ASS,POINT (25.827641649593716 64.72288693725636)
ASS,POINT (25.827696950421654 64.72288604654601)
ASS,POINT (25.85202504958937 64.67259139713754)
non-ASS,POINT (25.852151399164534 64.67265517967499)
ASS,POINT (25.89732816759579 64.70314759720128)
ASS,POINT (25.897361433242555 64.70314058472921)
ASS,POINT (25.915295348993283 64.7361681680277)
ASS,POINT (26.073711366329356 65.48818923458767)
ASS,POINT (26.08155670017859 65.48222411376055)
non-ASS,POINT (26.0984718498618 65.47430361513581)
ASS,POINT (25.89420161710508 64.68110862018212)
ASS,POINT (25.853950699138593 64.70454531310098)
non-ASS,POINT (25.83647376722456 64.71454229636305)
ASS,POINT (25.858378284049916 64.72641864533088)
ASS,POINT (25.862834032492888 64.71836318567264)
non-ASS,POINT (24.773406083663463 65.04936233480123)
ASS,POINT (24.752009533435 65.04211869760952)
ASS,POINT (24.764365116751744 65.0394110674122)
ASS,POINT (24.748789532472102 65.03231021900943)
ASS,POINT (24.75111793272995 65.03181572123572)
ASS,POINT (24.710969634335903 65.03181907901045)
non-ASS,POINT (24.659755033477143 65.03244623513548)
ASS,POINT (25.803371032446627 64.74690886480789)
ASS,POINT (25.822711717344795 64.74495913494698)
non-ASS,POINT (25.815334433857224 64.75636096744638)
ASS,POINT (25.83000504929455 64.73610916988899)
ASS,POINT (25.80572510111737 64.73464036266655)
ASS,POINT (24.807650068016123 65.05544632859079)
non-ASS,POINT (26.083453550433067 65.49871617130167)
non-ASS,POINT (26.10861325005201 65.49879788778851)
ASS,POINT (25.765393950044533 64.76439930152418)
ASS,POINT (25.781237783902665 64.76520606937878)
ASS,POINT (25.78019571675435 64.75174239605951)
ASS,POINT (25.795199167139415 64.75491773415742)
non-ASS,POINT (24.6621108169304 65.0366194954054)
ASS,POINT (24.689074417738944 65.03823754861429)
ASS,POINT (26.16827124904342 65.47928461969406)
non-ASS,POINT (26.14391340067694 65.48522911853222)
non-ASS,POINT (26.163877999986447 65.49570045327656)
non-ASS,POINT (26.129945633811165 65.4988522350077)
non-ASS,POINT (26.131617067670017 65.49651155164354)
ASS,POINT (25.849436199520714 64.73773506872574)
ASS,POINT (25.849442015731615 64.7377423201969)
ASS,POINT (25.87304733311048 64.73581525149068)
ASS,POINT (24.785942533106294 65.0413422628406)
ASS,POINT (24.788138633926707 65.03354293313714)
ASS,POINT (24.807557384380022 65.03541801225647)
ASS,POINT (24.81984156671142 65.02349761298056)
ASS,POINT (24.849406198833613 65.01080491852699)
ASS,POINT (24.84221893222243 64.97974830271619)
non-ASS,POINT (24.812893766480155 64.97489476920072)
non-ASS,POINT (24.798072783364912 64.97646031414384)
non-ASS,POINT (26.177828066391502 65.58775423555949)
non-ASS,POINT (26.200573600295762 65.5710164969279)
ASS,POINT (26.177379983747553 65.56123717962053)
non-ASS,POINT (26.188881166251164 65.54485245104169)
ASS,POINT (26.189099533060986 65.52926589816664)
ASS,POINT (26.224603017305537 65.52651553525062)
non-ASS,POINT (25.883361166751566 64.74052913357912)
ASS,POINT (25.838538316356885 64.74833846544107)
non-ASS,POINT (25.823695049624355 64.76545086350086)
ASS,POINT (25.839354733469516 64.75761076773664)
ASS,POINT (25.864666633869724 64.76056016766005)
non-ASS,POINT (25.859085450493026 64.74914511544365)
non-ASS,POINT (25.842503967498306 64.76756129621353)
non-ASS,POINT (26.104602682843943 65.5179277695421)
non-ASS,POINT (26.11132533249815 65.50738150423622)
ASS,POINT (26.14054768377623 65.52421683179031)
non-ASS,POINT (26.19128001648161 65.60344808441918)
non-ASS,POINT (26.173963083737913 65.52631770152136)
non-ASS,POINT (26.603160399642235 65.5354923673198)
non-ASS,POINT (26.559060733176455 65.5305435794805)
non-ASS,POINT (26.56801824908402 65.52254563314395)
non-ASS,POINT (26.598180899808558 65.50745563694441)
non-ASS,POINT (26.523992984235676 65.51080568628288)
ASS,POINT (26.345982000954425 65.52377366189113)
non-ASS,POINT (26.368125349288793 65.5332024515718)
ASS,POINT (26.33975338278486 65.50775868588205)
ASS,POINT (26.40451131612278 65.51855015476798)
ASS,POINT (26.419646383076085 65.51222201721858)
ASS,POINT (26.504211633321717 65.51104468055739)
non-ASS,POINT (26.54183463311702 65.52837115153665)
ASS,POINT (26.42727158407873 65.50588066298735)
non-ASS,POINT (26.450594350963986 65.51956733341692)
non-ASS,POINT (26.570350149248068 65.56728582075982)
non-ASS,POINT (26.47728464946599 65.52387888680443)
non-ASS,POINT (26.46677773333096 65.53466661733437)
non-ASS,POINT (26.446630883914434 65.5374793322515)
non-ASS,POINT (26.46270748376255 65.55912221452233)
non-ASS,POINT (26.473493782817886 65.51449763639329)
ASS,POINT (26.491200517324675 65.43432252947308)
non-ASS,POINT (26.45404651622883 65.42757793781337)
non-ASS,POINT (26.48134324973876 65.38745313610764)
non-ASS,POINT (26.519862932421944 65.39160671945972)
non-ASS,POINT (26.392701800262962 64.55528409671757)
ASS,POINT (26.384327567284764 64.54032436828243)
non-ASS,POINT (26.42122699997254 64.57381151209384)
non-ASS,POINT (26.26868076760013 65.52990473349007)
ASS,POINT (26.328427465777168 65.54255450299527)
non-ASS,POINT (26.37661779961699 65.49753241477357)
non-ASS,POINT (26.451819800862452 65.46765889851419)
ASS,POINT (26.434571849861218 65.48110558728284)
ASS,POINT (26.464680167501 65.50151950224237)
non-ASS,POINT (26.481344282929147 65.49002130004247)
ASS,POINT (25.42214023313252 66.42713234528944)
ASS,POINT (25.3636553154968 66.35691402152246)
ASS,POINT (25.94491438236296 64.76767465140811)
ASS,POINT (25.957343082532457 64.77566761757669)
ASS,POINT (25.934479399886282 64.78060939794226)
non-ASS,POINT (26.37229154933316 64.56175931518337)
ASS,POINT (26.392889782579925 64.57080336975703)
ASS,POINT (26.34034433227458 64.53108853604714)
non-ASS,POINT (26.179652032706233 65.52360808668756)
non-ASS,POINT (26.349678950104803 65.49194999979096)
non-ASS,POINT (26.3228175836977 65.48945491276574)
ASS,POINT (26.295528584202938 65.49982886884811)
non-ASS,POINT (26.220329766373776 65.48612614900384)
ASS,POINT (26.250656449293558 65.4901806466652)
non-ASS,POINT (24.777810950317573 64.97522471311152)
non-ASS,POINT (24.771605966632528 64.97333626964257)
ASS,POINT (24.760212900662747 64.9729963797184)
ASS,POINT (26.027167466734753 65.49781634889032)
non-ASS,POINT (26.08276006604759 65.5075400168184)
ASS,POINT (26.08199215038354 65.5121965153905)
ASS,POINT (26.492520267488203 65.40492513036554)
ASS,POINT (26.46143901676153 65.40301810049385)
non-ASS,POINT (26.394063799735484 65.46575971819452)
non-ASS,POINT (26.360109682411125 65.44923968430821)
non-ASS,POINT (26.339043167024062 65.44741233096072)
non-ASS,POINT (26.273193867099593 65.49389615327661)
ASS,POINT (26.218872899726613 65.51282966941137)
ASS,POINT (25.862685699277925 64.69504817975478)
non-ASS,POINT (25.83291608404878 64.69150666372036)
ASS,POINT (25.86213261626575 64.76722325231856)
ASS,POINT (25.93243465063133 64.76190027054513)
non-ASS,POINT (26.499321500839972 65.50165858080739)
ASS,POINT (26.200236683924686 64.54526588559796)
non-ASS,POINT (26.226566783993164 64.54465211452096)
non-ASS,POINT (26.172149016912392 64.57362125132435)
non-ASS,POINT (26.176950150061796 64.57004664851026)
non-ASS,POINT (26.413358634027382 64.53340513704102)
non-ASS,POINT (25.82401271625234 64.77575335487532)
non-ASS,POINT (26.12865325055798 65.48185288189002)
ASS,POINT (26.126616599909823 65.50544096429017)
non-ASS,POINT (26.142961184006346 65.50728875069942)
ASS,POINT (26.15526681626842 65.51748013301736)
ASS,POINT (26.35337058259904 64.53857096376377)
non-ASS,POINT (26.369824650195696 64.5284127500953)
non-ASS,POINT (26.34374470037149 64.51493608533166)
non-ASS,POINT (26.24948376602105 65.52410229567919)
non-ASS,POINT (26.277768882594003 65.51674972094166)
non-ASS,POINT (26.288878883462385 65.51039471750313)
ASS,POINT (26.351511933222174 65.42379188780824)
non-ASS,POINT (26.555106334164787 65.4396795857406)
non-ASS,POINT (26.588672583215384 65.44999013063611)
non-ASS,POINT (26.573753299846864 65.47104686273158)
ASS,POINT (25.448446667143557 65.20700000306309)
ASS,POINT (25.448353333423935 65.20701999535305)
ASS,POINT (25.444393334303346 65.19443333322123)
ASS,POINT (25.42201000124195 65.20939332959563)
ASS,POINT (25.428936665795884 65.22956500344762)
ASS,POINT (25.40309666628669 65.23615166985323)
ASS,POINT (25.8953850009451 65.08028833202502)
ASS,POINT (25.93336666715909 65.07060499759741)
ASS,POINT (25.95631166731725 65.060978338151)
ASS,POINT (25.98425999996565 65.0598633344317)
ASS,POINT (25.915163333679317 65.0919716643066)
non-ASS,POINT (25.88105500062543 65.07538166269852)
ASS,POINT (25.980489999956855 65.04996833548832)
ASS,POINT (26.00819833419988 65.05492999764896)
non-ASS,POINT (25.99802307328242 65.0771605581261)
ASS,POINT (26.10472999928793 65.07148167100061)
non-ASS,POINT (26.09426499935062 65.10161666932396)
non-ASS,POINT (25.998358333646372 65.06327999906779)
non-ASS,POINT (26.035521667697534 65.05285666566891)
ASS,POINT (26.05069333282134 65.03832333538402)
non-ASS,POINT (26.067084999139013 65.04508832958527)
non-ASS,POINT (26.094988333520106 65.04496166892226)
non-ASS,POINT (26.159521666438607 65.03307999940856)
ASS,POINT (26.16550000065629 65.04698000027572)
non-ASS,POINT (26.1879250001855 65.04627999679299)
non-ASS,POINT (26.172128333756866 65.05920166954525)
non-ASS,POINT (25.6094816668117 65.2085166705675)
non-ASS,POINT (25.608280000751737 65.2183216664984)
non-ASS,POINT (25.355713332541896 65.28418499629642)
non-ASS,POINT (25.34780833425398 65.29327000131627)
ASS,POINT (25.320388333997695 65.28764333131589)
non-ASS,POINT (25.329628332702786 65.28554166371907)
ASS,POINT (25.358978334432585 65.3011633304322)
